uid,text,data_part
tr_pnjPts14--1,a Deaf man was sterilised on the pretext of giving him COVID shot.,Validation
v1aCnHYwR4I--3,It causes blisters across the body that look like Tomatoes hence the name 'Tomato Fever'.,Train
6c91aaacea0a-129,Many Dash vocabulary,Train
XVP5zcTXVtc--141,honey,Train
MkzMBveMiws--21,These labs will reach out to millions of children and teach them math.,Train
MGBe4qmgyxY--4,Hence they decided to build a new parliament building.,Train
Xwd1e9lgw08--196,That's it for now. We'll see you soon,Validation
b43a1342f8f5-55,3,Train
jWhxkVoqig8--172,"For roots of the kind shown in figure 7.17a,",Train
a008d40f8e85-35,Let's act. Find a partner.,Train
P25InPRl0Y8--9,The necklace was found on a dead buried woman whose face had decomposed.,Train
Mn0OBLhwIns--12,Kangana Ranaut had informed police that can't come,Train
nd3Fv5cWfcE--11,For example influencers who promote a soap are usually paid to do it.,Test
NLFq9j9jLrc--23,"They also set ablaze Gotabaya brother’s family home in Hambantota, Sri Lanka.",Train
aJifhKqZB7o--11,Many government employees are using Chinese Apps such as TikTok.,Train
h6WQJEyzW8E--0,The weather recently has not been very good.,Train
HjIQyD6G2Rg--139,Rectileanier Motion S.I. Unit,Train
j7VL9V4CF4U--8,But staff at these places will have to ensure social distancing is maintained.,Train
jujc1iCs2xo--1,MMTS train which is a Hyderabad local train and the Hundry express train collided against each other.,Train
8urZALE3KoM--76,intense fighting continues maripola is,Train
dKApNSRhx5w--21,The company incurred a loss of Rs 1000 Crore,Train
jWhxkVoqig8--58,and pour some iodine solution over it.,Train
9IZODS5NogE--0,"Railway Minister Piyush Goyal on December 25, in a Tweet informed that",Train
C8xfqZNQd70--117,5. You can do an activity to identify the yarns of a fabric under the supervision of your teacher or parents.,Train
YLHLwI98sL0--7,"they are supposed to pay for it,",Train
77e29639c256-16,Cat. Fat. Rat.,Train
p-TO8lUQRgQ--1,School has commenced for the students from class 5 to 12.,Train
I3hm5qT_isE--18,The family was stunned as they face a lot of hardships and it was impossible to say such an exorbitant amount.,Train
nSQUhb44s5M--40,Germany.,Train
0N86SjtMC34--14,carried out an investigation.,Train
Ohq8C9E-nAo--1,PM Modi gave the Independence Day speech yesterday for the 6th time.,Train
1-xtZ5QI5vM--16,"Delhi, Gujarat, Madhya Pradesh, Rajasthan,",Train
5uxqKvxw-FQ--30,Here is the table given table 14.1.,Train
da1Ee52dRAU--30,I had listened to the dialogues and watched the interpretation. They both are in sync.,Train
pbLw_XQ-gNY--5,"The couple got engaged on 1st January 2020, when Hardik proposed Natasa while on a cruise.",Train
I2T62eq87-E--3,"One study found that healthy children may laugh as much as 400 times per day,",Train
q6gawh_DgiI--12,Have you forgoten this? Why are you running around?,Train
00094a2700f5-20,The grasshopper remembered how the hardworking ant had stored away grain for the winter.,Train
aTB_lu2Im8Y--9,What will you see?,Train
wefigjf46u4--10,The phone was not in service.,Train
ZGmZrMnuYxg--208,information related to the stock market,Train
ZzSKrBx91k0--11,"a powerful shampoo to stop your hairfall that you can easily prepare in your own home,",Train
PosjBL5RY84--30,If they knew basic Signs then she would have been convinced of getting help.,Train
533abb879383-23,Page number,Train
oNdnVu48VAQ--24,"He was drinking in the middle of a busy street! A video of the act, went viral.",Test
d5d9a14756d5-55,As I came closer to the footprint,Train
Iih2wcpATA4--1,They conducted a survey of the 4G download and upload speed.,Train
9f1c001437d8-52,were used to write on Birch bark.,Train
zXNsKsMqKA0--11,"Many online meetings, calls and messages are being smoothly conducted on the software.",Train
7d671200482c-79,and some ran to the director of the zoo.,Train
G_mFvxDBGeI--20,"Mohammad filed a compliant, Gupta filed a compliant and compliant was filed by the Temple as well.",Test
ljLQHhEt-6M--9,McAfee’s latest Global Scam Message study conducted a research all across India.,Validation
OYiDPoyylNQ--43,You would not have heard of this course anywhere else. Only BFDW has this course.,Train
UbSkIyCl70A--38,two very powerful rulers.,Train
58131855adfb-40,page 38,Validation
n79ka9XGAMg--37,The team is coordinating with the students to ensure their safe evacuation.,Train
sPA_NH4iuxo--9,"For rioting and arson in the 2015 Patidar protest,",Test
l5mbZObvJzM--13,BCCI Secretary Jay Shah was amazed by Mumal's video.,Test
oSY9zjBYeQs--36,People were very amused by his job.,Train
RfCRih7COV8--4,"Pushpendra Singh Parmar, a former employee at Alibaba’s UC Web company said,",Test
O9q_3usLzkM--13,Earlier this month in Madhya Pradesh's Narsinghpur district,Validation
j17nb5fAz5E--22,After this there were no other similar bus service till date.,Train
XXa9-ahgTZI--0,Severe turmoil continues in Myanmar,Train
EoE3DPHy6is--21,"Many would be awaiting the release of horror thriller, The Conjuring 3.",Test
Nv3WLYio7Lc--17,"In the US, the Navy Marine Mammal Programme is going on,",Train
Vi5dyTRYIXs--4,"But since his parents did not approve, they found another girl for him to get married.",Test
c_lnlvuoTdo--91,A person 60 years old must have slept dash years.,Validation
ce825058c63e-22,Who have you written to?,Test
Y4hixcGyOoQ--249,you will be able to sleep deeply at night,Train
zwW3V8Y7gYI--17,People who have visited the cafe have shared pictures on social media.,Train
43MWEJwmL60--23,Opening of liquor shops has raised some important questions social media.,Train
8dREF_kojJs--0,"Few days back, ISH News had released a video about a Spaceflight launched by",Train
VTrNkCv35yU--16,of wearing masks and there is no social distancing as well.,Test
HBQwzyxvkZA--107,We discussed in chapter 8.,Train
BAKV9N_MqLA--2,Sayaka Takahashi from Japan and Saina competed in the first round.,Train
Ej-kcAqGnd0--28,She climbed electric poles and repaired circuits.,Train
J8F-TRIGCUE--4,"2,500 CRPF officers after a holiday, were returning to resume duty in Kashmir.",Test
yCGbMMl-w3Y--20,and Preble after working with the army made many career changes in his life.,Train
779bb3acf518-69,trace these letters.,Train
Jr9NBKLTeM8--18,People recording the video were amazed at the father's stupidity and his love for his son.,Validation
T0jQlhAwP3M--5,and 'Time for UN to act on Kashmir’,Train
vWm8o1VbSOM--20,"If the caller needs in-person services, they will be referred to the closest health centre.",Train
VyC3RZz1rK4--11,This is all because I am not in a good headspace.,Train
89DRLAodtpQ--10,They will fight to legalise abortion before the law passes after 6 months.,Validation
c_lnlvuoTdo--95,actually that was the easiest.,Validation
9ezqwvdzW90--6,His father had taken a loan for farming.,Train
wbkgT0IcnoU--21,Many say that Wankhede is very determined to bust the Bollywood drug racket.,Validation
qYKOWJdx37c--17,When questioned about the details about the rape they find it very difficult to answer.,Train
u6Ix8vjWUXI--11,But Samantha wanted to continue working in films and was firm on doing what she wants.,Train
VIwVL33WrHA--43,Also excercie and eat healthy food to keep your self healthy.,Train
h5iItrjQPl8--43,"He has been charged with kidnapping, attempted murder and assault.",Train
pwnPigO4MuM--187,and sugar in water. You wish to add,Train
5vXlUIq2mXQ--24,BMC has made it mandatory for private vaccination providers and housing societies to sign a MoU.,Train
9ezqwvdzW90--113,Dash.,Train
d4DT0vQh6Cc--4,Recently the Finance Ministry has made a new announcement,Train
1b_QWlUHxfU--31,Pradeep kept calling to make sure he was okay but Sachin kept walking.,Train
UpSb2VugJHE--44,"""What is your secret? How did you reach the top?""",Train
KEp3mUphBEM--43,leaving the family of the disabled child behind.,Train
iBipV1zIVFk--0,across India in many states have,Train
RSeUcIW7QJg--4,of marketing that having fair skin is better than being dark.,Train
Peu6sGMy5Dg--19,"Dr VK Prasad, the hospital superintendent said that this was a shocking incident and an investigation will be conducted.",Train
kwIaG4pZMDw--22,Anantnag district in J&K recorded a voter percentage of 12.9%.,Train
CfQ4HZsYDmI--1,"The Israeli military says Hamas fired more than 4,300 rockets towards them.",Train
809a3a5e02d1-133,D,Train
a0GJqWQf2so--59,Husaini also became Swami haridas's disciple.,Train
6c91aaacea0a-61,"Group 2, Dash.",Validation
Y7aWBX986-U--8,Doctors told her that getting pregnant at such an age is very risky.,Validation
HjIQyD6G2Rg--173,Motion of the needle of a swing machine is...,Train
HjIQyD6G2Rg--96,Take the stone tide with a string that you used in Activity 7.,Train
NZCZydweJCE--8,The auction saw the highest bid for Australia's 2 strong players.,Train
RizpZm4Is4c--6,"They export pharmaceutical packaging materials, and fully support and fund us.",Train
go5P8v0njWk--4,But it’s important to continue looking after your physical and mental health.,Train
qGFwpI6VRbE--30,"and showed it to Banu, her brother.",Test
Vbeiz94SyEI--126,"techniques of making silk were first invented in China around 7,000 years ago.",Train
oVAjtSWoYTc--4,"He made a revelation in a recent interview with 'The Sun' and said,",Test
73qbtMj3bxY--3,The government in an affidavit replied that in Odisha temples have been shut.,Train
8urZALE3KoM--193,weeks after first dose now currently the,Validation
5870YfIWVis--29,"He said that each day, at least 30 children are killed on India’s roads.",Validation
iszyzeGvM0k--6,"But no, the photo of Marsh sitting with his leg on the world cup was posted by Australian Captain Pat Cummins himself and it became viral.",Test
WEdZ34vvh5o--13,An article was published in DNA which said that,Test
LvN9Dxq2iLY--147,20 cost,Train
Vu0cn4ffv5g--10,However the couple will always remain good friends and have no hard feelings.,Validation
13yAhiFX8MQ--29,Now it will all be included in education as it is very important.,Train
KVAWUAsnpLA--14,Or have you suddenly turned secular? Secularism is the constitutional belief that religion should not influence governance of society.,Train
c0Te1T8DjNQ--16,This ensures more people can take advantage of the van's services.,Train
IykCj1JGO5A--232,a shareholding of 83.67,Train
LQGwXf57GYs--79,"However, the percentage of the amount paid will be dependent on the conditions of the passengers as specified in the policy.",Train
YXcEsue5Fe0--11,From Srinagar in J&K to Thiruvananthapuram in Kerala.,Train
0bk98uIiTS8--3,On the first floor of the house there is huge space to grow plants,Train
nIjAEHi-6HU--97,animal ingredients,Train
mjvqIq_fvRY--20,But the Jammu-Kathua Bus Union had faith in her.,Train
asGok2kdceQ--11,Shamsuddin was very happy and cried a lot embracing his family.,Test
XXa9-ahgTZI--5,More than 420 people have died.,Train
dPuKX_lM4Zc--16,2 digit numbers.,Validation
1-xtZ5QI5vM--13,"IFD identified 17 Deaf Volunteers across India, from states as,",Train
exqm_484F14--264,water it and it turns into a whole plant. Did the seed?,Train
b7qjo_Yuliw--28,"Because of this, Sikhs were targetted and there were violent riots.",Train
PYuQbXqfcxM--16,"If India and Pakistan go to war, they would attack each other using nuclear weapons. This would be very dangerous for the whole world.",Validation
KOYOd5-4G5A--15,This is why they are called the leader of the 'Tukde Tukde Gang'.,Train
d7Ym2VXXVTc--4,Hope you are excited to know about the horse rider.,Train
o_nij7O70Ms--16,New Delhi and many others.,Train
UnQ46Io43W0--0,Every year Jains fast for 9 days.,Train
Tx5LxJmDViE--36,Jaitley would always offer his advice and help him solve problems.,Train
VwaiEsR-fuQ--21,People said it is the government's responsibility to strictly punish rapists.,Train
IgC78CTWkAM--2,The Deaf wife named Annamma stayed with her 11 year old son.,Test
In-Tl-A04VM--55,The NIA has also seized his laptop.,Train
zuuFlJktQAA--140,Shall we list a few things we use that are made of plastics?,Train
lftPjDSSW5U--72,the company funded them as an act of support.,Train
0RgZOhOoZpc--146,page 39.,Train
pnIs76TGYx8--52,I am very thankful to Mirror Now.,Train
QfRPrYv8ykI--16,"If you have found your bras, put it in your bag and leave."" Their statement shocked the students.",Train
lUQ-TECuPNs--17,"He also avoids alcohol, smoking, red meat and sugary fruits.",Train
FyPkQyJWsjs--56,page number 30,Train
tpKE8EDpccU--16,The Foundation strongly encourages Deaf children to study and provides them with quality education.,Train
r--OCBbAvqQ--9,One of the President's 2 daughters was also given the vaccine.,Train
BTqVQCBPUzg--37,parrots,Train
nLG-B3e-pP0--67,"Are there pieces of stone, husks, broken grain and particles of any other grain in it?",Train
ZvZt8rnmfus--81,The investigation is going to take a while.,Validation
4DKveGVToeg--30,"Once the wedding festivities start, social media will be full with snapshots of the extravagant ceremonies. Lets wait and watch.",Train
0726445c45f9-32,Oh Nina! Cried Mother.,Train
-8tmH7kTQEs--11,The US Justice Department is yet to decide if the indictment should be made public or should they wait until Canada finishes investigating the matter.,Train
Rc99bcSdhak--4,Let me tell you about her.,Train
KE1EsTlft5g--15,"In the USA, everyone talks about environmental problems.",Train
45skb5uokwY--22,He then disposed of the remaining parts in the Bois de Boulogne park.,Validation
XTLJ3vnXtGo--1,then there is some bad news for you,Train
JBJf-xuCDwU--8,"Since March when the pandemic started, India suffered through 2 waves of COVID-19.",Train
Hu5J7Y0dWwM--12,Even the ED caught wind of his extortion and cheating activities.,Test
R5xjlITOxCY--150,Activity,Train
oTLixVmEcxI--9,during the looks of her elections they,Train
MYGqMojGwBE--22,"When you keep eating again and again  throughout the day like this,",Test
d0cKwTPoCAY--12,"Scammers might stalk the victims and get hold of their fingerprints from office biometric scanners, or atm machines, etc.",Train
oz55qBWbD5I--9,"Chandrasekhar alleges that Jacqueline is lying. He said he gave her gifts like,",Train
eda13bc934dd-21,Have you been to a zoo?,Train
